update,episode,circumstance,mask,partner,style,outcome,chosen_regret,o,c,e,a,n,step_o,step_c,step_e,step_a,step_n
329,13,work,mask_work,environment,rest_deeply,failed,-2.0710,0.07708,0.05435,-0.00151,-0.06994,-0.00712,0.000978,0.001071,-0.000343,-0.000879,-0.000312
330,13,work,mask_work,environment,tidy_up,failed,-2.1971,0.07813,0.05519,-0.00186,-0.07082,-0.00735,0.001044,0.000837,-0.000347,-0.000872,-0.000233
331,13,work,mask_work,environment,deep_work,goal_achieved,2.5198,0.07919,0.05647,-0.00268,-0.07192,-0.00779,0.001067,0.001280,-0.000825,-0.001099,-0.000436
332,13,work,mask_work,environment,rest_deeply,failed,-2.0812,0.08022,0.05758,-0.00309,-0.07283,-0.00813,0.001022,0.001111,-0.000404,-0.000915,-0.000341
333,13,work,mask_work,environment,network_actively,failed,-1.2814,0.08109,0.05993,-0.00674,-0.07522,-0.00850,0.000869,0.002355,-0.003656,-0.002385,-0.000367
334,13,home,mask_home,environment,rest_deeply,goal_achieved,2.6146,-0.13446,-0.01923,-0.36262,-0.08303,0.02267,-0.001742,-0.000628,-0.003875,-0.000649,0.000476
335,13,home,mask_home,environment,network_actively,failed,-2.0640,-0.13614,-0.01900,-0.36765,-0.08426,0.02297,-0.001672,0.000231,-0.005027,-0.001229,0.000291
336,13,home,mask_home,environment,take_notes,failed,-2.1660,-0.13822,-0.02013,-0.37049,-0.08455,0.02341,-0.002086,-0.001126,-0.002837,-0.000296,0.000445
337,13,home,mask_home,environment,deep_work,delayed,-1.1890,-0.14004,-0.02090,-0.37363,-0.08491,0.02397,-0.001813,-0.000766,-0.003142,-0.000361,0.000559
338,13,home,mask_home,environment,network_actively,delayed,-1.2113,-0.14163,-0.02146,-0.37668,-0.08534,0.02436,-0.001594,-0.000568,-0.003057,-0.000430,0.000387
339,13,home,mask_home,environment,take_notes,goal_achieved,2.1183,-0.14241,-0.02063,-0.38118,-0.08645,0.02458,-0.000784,0.000837,-0.004496,-0.001101,0.000221
340,13,home,mask_home,environment,take_notes,failed,-2.1817,-0.14454,-0.02182,-0.38398,-0.08671,0.02505,-0.002124,-0.001195,-0.002800,-0.000268,0.000476
341,13,home,mask_home,environment,network_actively,delayed,-1.2415,-0.14612,-0.02238,-0.38706,-0.08715,0.02545,-0.001583,-0.000560,-0.003074,-0.000438,0.000398
342,13,home,mask_home,environment,network_actively,delayed,-1.2462,-0.14771,-0.02295,-0.39013,-0.08759,0.02585,-0.001588,-0.000570,-0.003071,-0.000435,0.000402
343,13,conference,mask_conference,environment,network_actively,goal_achieved,0.8597,0.07530,-0.06787,0.34438,0.17714,-0.06324,0.000849,-0.000166,0.002800,0.001615,-0.000919
344,13,conference,mask_conference,environment,network_actively,delayed,-0.1987,0.07509,-0.06829,0.34429,0.17667,-0.06266,-0.000202,-0.000428,-0.000096,-0.000465,0.000581
345,13,conference,mask_conference,environment,network_actively,goal_achieved,0.8541,0.07594,-0.06844,0.34706,0.17828,-0.06359,0.000847,-0.000149,0.002770,0.001609,-0.000926
346,13,conference,mask_conference,environment,quick_scan,failed,-3.0911,0.07706,-0.06804,0.34967,0.18045,-0.06528,0.001121,0.000402,0.002610,0.002166,-0.001686
347,13,conference,mask_conference,environment,quick_scan,delayed,-2.0686,0.07793,-0.06796,0.35206,0.18211,-0.06641,0.000868,0.000079,0.002393,0.001659,-0.001130
348,13,conference,mask_conference,environment,network_actively,goal_achieved,0.8789,0.07881,-0.06807,0.35483,0.18378,-0.06741,0.000877,-0.000106,0.002765,0.001674,-0.001003
349,13,conference,mask_conference,environment,network_actively,delayed,-0.1685,0.07864,-0.06845,0.35475,0.18338,-0.06690,-0.000169,-0.000382,-0.000073,-0.000398,0.000505
350,13,conference,mask_conference,environment,network_actively,goal_achieved,0.8740,0.07951,-0.06854,0.35749,0.18505,-0.06791,0.000875,-0.000092,0.002739,0.001669,-0.001009
351,13,conference,mask_conference,environment,quick_scan,delayed,-2.0602,0.08037,-0.06845,0.35983,0.18669,-0.06904,0.000858,0.000093,0.002335,0.001641,-0.001129
352,14,work,mask_work,environment,quick_scan,goal_achieved,2.7466,0.08188,0.06063,-0.00718,-0.07638,-0.00841,0.000792,0.000693,-0.000435,-0.001164,0.000089
353,14,work,mask_work,environment,take_notes,goal_achieved,2.3899,0.08335,0.06266,-0.00895,-0.07783,-0.00883,0.001469,0.002031,-0.001773,-0.001453,-0.000425
354,14,work,mask_work,environment,network_actively,delayed,-0.6809,0.08432,0.06426,-0.01074,-0.07937,-0.00917,0.000975,0.001599,-0.001795,-0.001537,-0.000332
355,14,work,mask_work,environment,network_actively,goal_achieved,1.2765,0.08546,0.06333,-0.00664,-0.07817,-0.00936,0.001142,-0.000929,0.004105,0.001203,-0.000195
356,14,work,mask_work,environment,network_actively,delayed,-0.6831,0.08644,0.06493,-0.00845,-0.07971,-0.00969,0.000972,0.001599,-0.001806,-0.001540,-0.000331
357,14,work,mask_work,environment,network_actively,failed,-1.3389,0.08737,0.06739,-0.01223,-0.08217,-0.01008,0.000931,0.002462,-0.003789,-0.002460,-0.000390
358,14,work,mask_work,environment,network_actively,delayed,-0.6909,0.08836,0.06903,-0.01407,-0.08372,-0.01044,0.000999,0.001636,-0.001836,-0.001551,-0.000358
359,14,work,mask_work,environment,rest_deeply,goal_achieved,2.4183,0.08854,0.06911,-0.01667,-0.08497,-0.01029,0.000180,0.000083,-0.002598,-0.001249,0.000152
360,14,work,mask_work,environment,take_notes,delayed,-0.8752,0.08919,0.06956,-0.01674,-0.08571,-0.01051,0.000643,0.000451,-0.000067,-0.000745,-0.000225
361,14,home,mask_home,environment,take_notes,goal_achieved,2.0905,-0.14851,-0.02216,-0.39457,-0.08867,0.02610,-0.000797,0.000787,-0.004441,-0.001079,0.000244
362,14,home,mask_home,environment,tidy_up,goal_achieved,2.3830,-0.15038,-0.02214,-0.39823,-0.08929,0.02637,-0.001872,0.000022,-0.003664,-0.000624,0.000273
363,14,home,mask_home,environment,rest_deeply,goal_achieved,2.5199,-0.15219,-0.02285,-0.40208,-0.08991,0.02691,-0.001814,-0.000712,-0.003851,-0.000619,0.000541
364,14,home,mask_home,environment,network_actively,delayed,-1.3179,-0.15378,-0.02337,-0.40522,-0.09037,0.02733,-0.001589,-0.000515,-0.003141,-0.000458,0.000414
365,14,home,mask_home,environment,network_actively,delayed,-1.3228,-0.15538,-0.02389,-0.40836,-0.09082,0.02774,-0.001594,-0.000526,-0.003137,-0.000455,0.000419
366,14,home,mask_home,environment,rest_deeply,goal_achieved,2.4985,-0.15721,-0.02465,-0.41218,-0.09143,0.02830,-0.001831,-0.000757,-0.003820,-0.000603,0.000560
367,14,home,mask_home,environment,rest_deeply,goal_achieved,2.4916,-0.15904,-0.02542,-0.41599,-0.09202,0.02887,-0.001838,-0.000773,-0.003813,-0.000598,0.000567
368,14,home,mask_home,environment,network_actively,failed,-2.2199,-0.16083,-0.02537,-0.42096,-0.09318,0.02925,-0.001782,0.000055,-0.004970,-0.001159,0.000384
369,14,home,mask_home,environment,deep_work,goal_achieved,1.8320,-0.16160,-0.02431,-0.42572,-0.09476,0.02885,-0.000777,0.001058,-0.004758,-0.001574,-0.000410
370,14,conference,mask_conference,environment,network_actively,delayed,-0.1613,0.08021,-0.06882,0.35976,0.18631,-0.06856,-0.000162,-0.000369,-0.000070,-0.000382,0.000486
371,14,conference,mask_conference,environment,network_actively,goal_achieved,0.8754,0.08109,-0.06889,0.36247,0.18799,-0.06959,0.000881,-0.000067,0.002711,0.001681,-0.001035
372,14,conference,mask_conference,environment,network_actively,goal_achieved,0.8723,0.08197,-0.06895,0.36516,0.18967,-0.07063,0.000879,-0.000063,0.002695,0.001678,-0.001037
373,14,conference,mask_conference,environment,rest_deeply,goal_achieved,1.3751,0.08235,-0.06923,0.36614,0.19071,-0.07128,0.000380,-0.000278,0.000971,0.001038,-0.000652
374,14,conference,mask_conference,environment,quick_scan,delayed,-2.0647,0.08318,-0.06913,0.36834,0.19232,-0.07240,0.000830,0.000095,0.002203,0.001609,-0.001123
375,14,conference,mask_conference,environment,quick_scan,goal_achieved,0.9980,0.08324,-0.06999,0.36985,0.19239,-0.07185,0.000062,-0.000857,0.001516,0.000069,0.000551
376,14,conference,mask_conference,environment,network_actively,goal_achieved,0.8342,0.08408,-0.07006,0.37240,0.19400,-0.07286,0.000839,-0.000068,0.002546,0.001618,-0.001005
377,14,conference,mask_conference,environment,network_actively,goal_achieved,0.8315,0.08492,-0.07012,0.37493,0.19562,-0.07386,0.000838,-0.000064,0.002531,0.001615,-0.001007
378,14,conference,mask_conference,environment,network_actively,goal_achieved,0.8289,0.08576,-0.07018,0.37745,0.19723,-0.07487,0.000836,-0.000061,0.002517,0.001613,-0.001009
379,15,work,mask_work,environment,take_notes,goal_achieved,2.3455,0.09066,0.07161,-0.01873,-0.08722,-0.01095,0.001476,0.002054,-0.001994,-0.001510,-0.000437
380,15,work,mask_work,environment,rest_deeply,delayed,-0.9861,0.09155,0.07260,-0.01989,-0.08833,-0.01121,0.000887,0.000991,-0.001161,-0.001104,-0.000256
381,15,work,mask_work,environment,network_actively,failed,-1.4030,0.09250,0.07511,-0.02390,-0.09083,-0.01164,0.000947,0.002506,-0.004005,-0.002504,-0.000432
382,15,work,mask_work,environment,take_notes,goal_achieved,2.3413,0.09400,0.07722,-0.02599,-0.09238,-0.01210,0.001506,0.002109,-0.002096,-0.001550,-0.000458
383,15,work,mask_work,environment,network_actively,goal_achieved,1.2542,0.09514,0.07626,-0.02213,-0.09125,-0.01226,0.001135,-0.000955,0.003864,0.001129,-0.000166
384,15,work,mask_work,environment,network_actively,failed,-1.4310,0.09613,0.07886,-0.02623,-0.09379,-0.01273,0.000996,0.002592,-0.004097,-0.002539,-0.000464
385,15,work,mask_work,environment,take_notes,delayed,-0.8766,0.09681,0.07936,-0.02638,-0.09457,-0.01300,0.000673,0.000502,-0.000154,-0.000776,-0.000272
386,15,work,mask_work,environment,network_actively,goal_achieved,1.2670,0.09792,0.07836,-0.02248,-0.09342,-0.01316,0.001113,-0.000998,0.003895,0.001142,-0.000159
387,15,work,mask_work,environment,network_actively,goal_achieved,1.2593,0.09902,0.07736,-0.01859,-0.09228,-0.01332,0.001103,-0.001001,0.003889,0.001145,-0.000158
388,15,home,mask_home,environment,tidy_up,delayed,-0.9763,-0.16250,-0.02570,-0.42884,-0.09534,0.02954,-0.000891,-0.001389,-0.003123,-0.000586,0.000695
389,15,home,mask_home,environment,rest_deeply,goal_achieved,2.4713,-0.16426,-0.02653,-0.43266,-0.09597,0.03011,-0.001763,-0.000828,-0.003814,-0.000632,0.000574
390,15,home,mask_home,environment,rest_deeply,delayed,-0.3714,-0.16457,-0.02488,-0.43404,-0.09651,0.02962,-0.000311,0.001654,-0.001386,-0.000531,-0.000498
391,15,home,mask_home,environment,rest_deeply,delayed,-0.3751,-0.16488,-0.02322,-0.43542,-0.09704,0.02912,-0.000313,0.001655,-0.001382,-0.000531,-0.000497
392,15,home,mask_home,environment,rest_deeply,delayed,-0.3788,-0.16520,-0.02156,-0.43680,-0.09757,0.02862,-0.000316,0.001656,-0.001378,-0.000531,-0.000496
393,15,home,mask_home,environment,network_actively,failed,-2.1800,-0.16676,-0.02135,-0.44145,-0.09872,0.02892,-0.001566,0.000213,-0.004645,-0.001151,0.000294
394,15,home,mask_home,environment,rest_deeply,goal_achieved,2.4559,-0.16854,-0.02223,-0.44520,-0.09933,0.02952,-0.001781,-0.000876,-0.003750,-0.000614,0.000600
395,15,home,mask_home,environment,tidy_up,goal_achieved,2.3366,-0.17036,-0.02213,-0.44861,-0.09994,0.02976,-0.001819,0.000103,-0.003413,-0.000606,0.000239
396,15,home,mask_home,environment,network_actively,failed,-2.2234,-0.17198,-0.02194,-0.45323,-0.10107,0.03007,-0.001615,0.000180,-0.004621,-0.001130,0.000310
397,15,conference,mask_conference,environment,network_actively,goal_achieved,0.8263,0.08659,-0.07024,0.37995,0.19884,-0.07588,0.000835,-0.000057,0.002503,0.001610,-0.001010
398,15,conference,mask_conference,environment,network_actively,goal_achieved,0.8237,0.08743,-0.07029,0.38244,0.20045,-0.07690,0.000833,-0.000054,0.002489,0.001608,-0.001012
399,15,conference,mask_conference,environment,network_actively,goal_achieved,0.8212,0.08826,-0.07034,0.38492,0.20205,-0.07791,0.000832,-0.000050,0.002476,0.001606,-0.001013
400,15,conference,mask_conference,environment,network_actively,goal_achieved,0.8187,0.08909,-0.07039,0.38738,0.20366,-0.07892,0.000831,-0.000047,0.002463,0.001603,-0.001015
401,15,conference,mask_conference,environment,network_actively,delayed,-0.1919,0.08888,-0.07078,0.38720,0.20322,-0.07839,-0.000204,-0.000392,-0.000177,-0.000442,0.000532
402,15,conference,mask_conference,environment,network_actively,goal_achieved,0.8149,0.08971,-0.07082,0.38964,0.20482,-0.07941,0.000829,-0.000035,0.002442,0.001599,-0.001020
403,15,conference,mask_conference,environment,network_actively,goal_achieved,0.8125,0.09054,-0.07085,0.39207,0.20641,-0.08043,0.000828,-0.000033,0.002429,0.001597,-0.001021
404,15,conference,mask_conference,environment,network_actively,goal_achieved,0.8102,0.09137,-0.07088,0.39449,0.20801,-0.08145,0.000827,-0.000030,0.002416,0.001595,-0.001022
405,15,conference,mask_conference,environment,quick_scan,delayed,-2.1291,0.09220,-0.07073,0.39660,0.20963,-0.08263,0.000836,0.000153,0.002110,0.001619,-0.001172
406,16,work,mask_work,environment,network_actively,failed,-1.4212,0.10000,0.07992,-0.02267,-0.09481,-0.01378,0.000976,0.002563,-0.004071,-0.002529,-0.000461
407,16,work,mask_work,environment,network_actively,failed,-1.4303,0.10100,0.08251,-0.02676,-0.09734,-0.01426,0.000997,0.002592,-0.004091,-0.002535,-0.000484
408,16,work,mask_work,environment,deep_work,goal_achieved,2.4132,0.10217,0.08399,-0.02806,-0.09864,-0.01478,0.001177,0.001476,-0.001305,-0.001293,-0.000518
409,16,work,mask_work,environment,rest_deeply,delayed,-1.0260,0.10314,0.08508,-0.02932,-0.09979,-0.01510,0.000962,0.001093,-0.001262,-0.001150,-0.000327
410,16,work,mask_work,environment,take_notes,failed,-1.9707,0.10355,0.08507,-0.02887,-0.10032,-0.01535,0.000412,-0.000009,0.000458,-0.000532,-0.000250
411,16,work,mask_work,environment,network_actively,goal_achieved,1.2785,0.10463,0.08403,-0.02498,-0.09919,-0.01552,0.001087,-0.001043,0.003882,0.001132,-0.000163
412,16,work,mask_work,environment,network_actively,delayed,-0.7602,0.10566,0.08572,-0.02710,-0.10081,-0.01595,0.001021,0.001691,-0.002115,-0.001625,-0.000432
413,16,work,mask_work,environment,deep_work,goal_achieved,2.4089,0.10681,0.08712,-0.02833,-0.10207,-0.01647,0.001150,0.001405,-0.001229,-0.001255,-0.000518
414,16,work,mask_work,environment,deep_work,delayed,-0.7647,0.10708,0.08658,-0.02726,-0.10195,-0.01593,0.000274,-0.000543,0.001066,0.000119,0.000535
415,16,home,mask_home,environment,deep_work,failed,-2.3390,-0.17413,-0.02334,-0.45562,-0.10097,0.03104,-0.002147,-0.001399,-0.002390,0.000100,0.000974
416,16,home,mask_home,environment,tidy_up,goal_achieved,2.3401,-0.17599,-0.02332,-0.45898,-0.10153,0.03132,-0.001868,0.000025,-0.003359,-0.000566,0.000282
417,16,home,mask_home,environment,take_notes,failed,-2.2387,-0.17817,-0.02455,-0.46154,-0.10175,0.03182,-0.002179,-0.001231,-0.002556,-0.000214,0.000497
418,16,home,mask_home,environment,deep_work,failed,-2.3426,-0.18039,-0.02600,-0.46389,-0.10162,0.03280,-0.002223,-0.001454,-0.002357,0.000127,0.000983
419,16,home,mask_home,environment,tidy_up,goal_achieved,2.3612,-0.18234,-0.02611,-0.46716,-0.10213,0.03313,-0.001949,-0.000103,-0.003266,-0.000504,0.000325
420,16,home,mask_home,environment,deep_work,failed,-2.3616,-0.18459,-0.02755,-0.46952,-0.10200,0.03411,-0.002251,-0.001446,-0.002365,0.000130,0.000982
421,16,home,mask_home,environment,rest_deeply,goal_achieved,2.4418,-0.18661,-0.02866,-0.47312,-0.10247,0.03482,-0.002020,-0.001104,-0.003593,-0.000474,0.000711
422,16,home,mask_home,environment,take_notes,failed,-2.2517,-0.18890,-0.03002,-0.47563,-0.10262,0.03539,-0.002285,-0.001360,-0.002515,-0.000148,0.000568
423,16,home,mask_home,environment,tidy_up,goal_achieved,2.3650,-0.19094,-0.03027,-0.47883,-0.10306,0.03577,-0.002039,-0.000250,-0.003195,-0.000445,0.000378
424,16,conference,mask_conference,environment,network_actively,goal_achieved,0.8144,0.09304,-0.07075,0.39901,0.21124,-0.08367,0.000833,-0.000020,0.002406,0.001609,-0.001041
425,16,conference,mask_conference,environment,quick_scan,delayed,-2.1376,0.09387,-0.07059,0.40111,0.21286,-0.08484,0.000836,0.000153,0.002103,0.001622,-0.001176
426,16,conference,mask_conference,environment,network_actively,goal_achieved,0.8181,0.09471,-0.07061,0.40350,0.21448,-0.08590,0.000838,-0.000011,0.002396,0.001622,-0.001058
427,16,conference,mask_conference,environment,network_actively,goal_achieved,0.8160,0.09555,-0.07061,0.40589,0.21610,-0.08696,0.000837,-0.000009,0.002385,0.001620,-0.001059
428,16,conference,mask_conference,environment,network_actively,goal_achieved,0.8139,0.09638,-0.07062,0.40826,0.21772,-0.08802,0.000836,-0.000008,0.002374,0.001618,-0.001060
429,16,conference,mask_conference,environment,quick_scan,delayed,-2.1605,0.09722,-0.07046,0.41035,0.21935,-0.08921,0.000840,0.000158,0.002090,0.001631,-0.001188
430,16,conference,mask_conference,environment,network_actively,goal_achieved,0.8173,0.09807,-0.07046,0.41272,0.22098,-0.09028,0.000841,-0.000000,0.002365,0.001630,-0.001075
431,16,conference,mask_conference,environment,network_actively,goal_achieved,0.8154,0.09891,-0.07046,0.41507,0.22261,-0.09136,0.000840,0.000001,0.002354,0.001629,-0.001076
432,16,conference,mask_conference,environment,network_actively,delayed,-0.1711,0.09872,-0.07082,0.41492,0.22221,-0.09088,-0.000181,-0.000361,-0.000157,-0.000398,0.000483
433,17,work,mask_work,environment,rest_deeply,delayed,-0.9819,0.10795,0.08746,-0.02825,-0.10295,-0.01618,0.000870,0.000878,-0.000992,-0.001004,-0.000247
434,17,work,mask_work,environment,network_actively,delayed,-0.7270,0.10892,0.08902,-0.03023,-0.10448,-0.01655,0.000967,0.001563,-0.001978,-0.001532,-0.000368
435,17,work,mask_work,environment,network_actively,delayed,-0.7297,0.10989,0.09060,-0.03222,-0.10602,-0.01692,0.000976,0.001575,-0.001988,-0.001535,-0.000377
436,17,work,mask_work,environment,tidy_up,delayed,-1.1203,0.11076,0.09179,-0.03318,-0.10704,-0.01729,0.000864,0.001193,-0.000964,-0.001026,-0.000368
437,17,work,mask_work,environment,deep_work,goal_achieved,2.3988,0.11192,0.09326,-0.03451,-0.10834,-0.01784,0.001160,0.001466,-0.001327,-0.001292,-0.000551
438,17,work,mask_work,environment,deep_work,goal_achieved,2.3965,0.11308,0.09473,-0.03585,-0.10963,-0.01840,0.001167,0.001475,-0.001337,-0.001296,-0.000557
439,17,work,mask_work,environment,network_actively,delayed,-0.7651,0.11410,0.09643,-0.03796,-0.11123,-0.01885,0.001020,0.001695,-0.002114,-0.001595,-0.000447
440,17,work,mask_work,environment,quick_scan,delayed,-0.8290,0.11535,0.09805,-0.03917,-0.11211,-0.01969,0.001244,0.001623,-0.001207,-0.000883,-0.000847
441,17,work,mask_work,environment,deep_work,goal_achieved,2.4062,0.11656,0.09960,-0.04057,-0.11341,-0.02032,0.001209,0.001550,-0.001402,-0.001299,-0.000621
442,17,home,mask_home,environment,take_notes,delayed,-1.2047,-0.19289,-0.03113,-0.48171,-0.10340,0.03628,-0.001954,-0.000859,-0.002880,-0.000337,0.000514
443,17,home,mask_home,environment,take_notes,goal_achieved,1.9870,-0.19378,-0.03050,-0.48566,-0.10431,0.03663,-0.000886,0.000622,-0.003951,-0.000914,0.000352
444,17,home,mask_home,environment,rest_deeply,delayed,-0.3780,-0.19432,-0.02891,-0.48687,-0.10473,0.03620,-0.000541,0.001593,-0.001208,-0.000414,-0.000436
445,17,home,mask_home,environment,rest_deeply,goal_achieved,2.3995,-0.19638,-0.03006,-0.49041,-0.10518,0.03693,-0.002060,-0.001153,-0.003541,-0.000448,0.000736
446,17,home,mask_home,environment,rest_deeply,goal_achieved,2.3926,-0.19845,-0.03123,-0.49394,-0.10562,0.03767,-0.002066,-0.001168,-0.003534,-0.000444,0.000742
447,17,home,mask_home,environment,deep_work,goal_achieved,1.7920,-0.19920,-0.03020,-0.49817,-0.10708,0.03725,-0.000750,0.001033,-0.004229,-0.001464,-0.000421
448,17,home,mask_home,environment,network_actively,delayed,-1.3847,-0.20086,-0.03086,-0.50000,-0.10740,0.03773,-0.001666,-0.000661,-0.001829,-0.000320,0.000474
449,17,home,mask_home,environment,take_notes,failed,-2.3122,-0.20315,-0.03219,-0.50000,-0.10756,0.03827,-0.002285,-0.001327,0.000000,-0.000157,0.000547
450,17,home,mask_home,environment,rest_deeply,goal_achieved,2.3654,-0.20522,-0.03337,-0.50000,-0.10802,0.03900,-0.002068,-0.001186,0.000000,-0.000455,0.000726
451,17,conference,mask_conference,environment,network_actively,goal_achieved,0.8122,0.09956,-0.07081,0.41725,0.22384,-0.09196,0.000838,0.000010,0.002336,0.001625,-0.001080
452,17,conference,mask_conference,environment,network_actively,goal_achieved,0.8103,0.10040,-0.07080,0.41958,0.22546,-0.09304,0.000837,0.000011,0.002326,0.001624,-0.001080
453,17,conference,mask_conference,environment,tidy_up,failed,-3.6985,0.10106,-0.07088,0.42147,0.22672,-0.09383,0.000661,-0.000074,0.001889,0.001262,-0.000792
454,17,conference,mask_conference,environment,network_actively,goal_achieved,0.8073,0.10190,-0.07087,0.42378,0.22834,-0.09491,0.000836,0.000012,0.002309,0.001621,-0.001081
455,17,conference,mask_conference,environment,network_actively,goal_achieved,0.8055,0.10273,-0.07085,0.42608,0.22996,-0.09599,0.000835,0.000012,0.002300,0.001619,-0.001082
456,17,conference,mask_conference,environment,network_actively,goal_achieved,0.8037,0.10357,-0.07084,0.42837,0.23158,-0.09707,0.000834,0.000013,0.002290,0.001618,-0.001082
457,17,conference,mask_conference,environment,network_actively,delayed,-0.1708,0.10339,-0.07120,0.42821,0.23118,-0.09659,-0.000180,-0.000361,-0.000156,-0.000400,0.000485
458,17,conference,mask_conference,environment,network_actively,delayed,-0.1713,0.10320,-0.07156,0.42805,0.23078,-0.09610,-0.000181,-0.000360,-0.000158,-0.000401,0.000485
459,17,conference,mask_conference,environment,network_actively,goal_achieved,0.7994,0.10404,-0.07153,0.43032,0.23239,-0.09719,0.000833,0.000030,0.002266,0.001613,-0.001089
460,18,work,mask_work,environment,network_actively,failed,-1.4659,0.11763,0.10235,-0.04477,-0.11593,-0.02096,0.001078,0.002748,-0.004205,-0.002526,-0.000646
461,18,work,mask_work,environment,network_actively,failed,-1.4752,0.11873,0.10512,-0.04899,-0.11846,-0.02163,0.001097,0.002773,-0.004219,-0.002530,-0.000666
462,18,work,mask_work,environment,take_notes,goal_achieved,2.2678,0.12038,0.10744,-0.05135,-0.12008,-0.02221,0.001649,0.002314,-0.002355,-0.001610,-0.000584
463,18,work,mask_work,environment,network_actively,failed,-1.5082,0.12153,0.11030,-0.05565,-0.12264,-0.02292,0.001154,0.002861,-0.004301,-0.002560,-0.000704
464,18,work,mask_work,environment,network_actively,delayed,-0.8047,0.12269,0.11220,-0.05795,-0.12428,-0.02350,0.001160,0.001907,-0.002296,-0.001647,-0.000586
465,18,work,mask_work,environment,quick_scan,failed,-2.0347,0.12413,0.11423,-0.05955,-0.12524,-0.02461,0.001438,0.002022,-0.001604,-0.000956,-0.001111
466,18,work,mask_work,environment,deep_work,goal_achieved,2.4147,0.12547,0.11602,-0.06124,-0.12664,-0.02537,0.001341,0.001797,-0.001693,-0.001403,-0.000753
467,18,work,mask_work,environment,deep_work,goal_achieved,2.4115,0.12682,0.11783,-0.06295,-0.12805,-0.02613,0.001349,0.001804,-0.001702,-0.001408,-0.000759
468,18,work,mask_work,environment,deep_work,delayed,-0.6756,0.12720,0.11756,-0.06221,-0.12795,-0.02575,0.000382,-0.000263,0.000733,0.000098,0.000379
469,18,home,mask_home,environment,network_actively,failed,-2.3042,-0.20707,-0.03350,-0.50000,-0.10897,0.03942,-0.001859,-0.000123,0.000000,-0.000955,0.000419
470,18,home,mask_home,environment,deep_work,delayed,-1.3616,-0.20904,-0.03443,-0.50000,-0.10921,0.04009,-0.001966,-0.000938,0.000000,-0.000234,0.000672
471,18,home,mask_home,environment,network_actively,delayed,-1.3807,-0.21076,-0.03517,-0.50000,-0.10951,0.04058,-0.001721,-0.000737,0.000000,-0.000301,0.000494
472,18,home,mask_home,environment,rest_deeply,delayed,-0.3859,-0.21131,-0.03355,-0.50000,-0.10993,0.04012,-0.000544,0.001619,0.000000,-0.000428,-0.000467
473,18,home,mask_home,environment,network_actively,failed,-2.2815,-0.21314,-0.03363,-0.50000,-0.11088,0.04052,-0.001837,-0.000074,0.000000,-0.000946,0.000400
474,18,home,mask_home,environment,take_notes,goal_achieved,1.9685,-0.21398,-0.03294,-0.50000,-0.11181,0.04083,-0.000836,0.000690,0.000000,-0.000927,0.000315
475,18,home,mask_home,environment,tidy_up,delayed,-0.9251,-0.21486,-0.03445,-0.50000,-0.11228,0.04159,-0.000885,-0.001513,0.000000,-0.000470,0.000756
476,18,home,mask_home,environment,network_actively,failed,-2.2853,-0.21662,-0.03452,-0.50000,-0.11325,0.04200,-0.001752,-0.000075,0.000000,-0.000970,0.000412
477,18,home,mask_home,environment,take_notes,failed,-2.2777,-0.21885,-0.03585,-0.50000,-0.11343,0.04255,-0.002231,-0.001326,0.000000,-0.000181,0.000551
478,18,conference,mask_conference,environment,network_actively,goal_achieved,0.7978,0.10487,-0.07150,0.43257,0.23400,-0.09828,0.000832,0.000030,0.002256,0.001612,-0.001089
479,18,conference,mask_conference,environment,network_actively,goal_achieved,0.7961,0.10570,-0.07147,0.43482,0.23561,-0.09937,0.000830,0.000030,0.002248,0.001610,-0.001090
480,18,conference,mask_conference,environment,quick_scan,goal_achieved,0.8857,0.10572,-0.07225,0.43600,0.23561,-0.09885,0.000025,-0.000779,0.001176,0.000001,0.000522
481,18,conference,mask_conference,environment,quick_scan,goal_achieved,0.8804,0.10575,-0.07301,0.43715,0.23561,-0.09833,0.000023,-0.000761,0.001148,-0.000008,0.000517
482,18,conference,mask_conference,environment,network_actively,goal_achieved,0.7470,0.10653,-0.07299,0.43929,0.23712,-0.09934,0.000783,0.000017,0.002143,0.001510,-0.001012
483,18,conference,mask_conference,environment,network_actively,delayed,-0.2126,0.10630,-0.07340,0.43907,0.23662,-0.09877,-0.000229,-0.000405,-0.000214,-0.000496,0.000580
484,18,conference,mask_conference,environment,network_actively,goal_achieved,0.7439,0.10708,-0.07337,0.44120,0.23813,-0.09978,0.000782,0.000027,0.002126,0.001507,-0.001015
485,18,conference,mask_conference,environment,network_actively,goal_achieved,0.7423,0.10786,-0.07334,0.44332,0.23963,-0.10080,0.000781,0.000027,0.002117,0.001505,-0.001016
486,18,conference,mask_conference,environment,network_actively,goal_achieved,0.7408,0.10864,-0.07332,0.44543,0.24114,-0.10181,0.000780,0.000028,0.002108,0.001504,-0.001016
487,19,work,mask_work,environment,take_notes,delayed,-0.8284,0.12798,0.11828,-0.06261,-0.12874,-0.02624,0.000778,0.000718,-0.000401,-0.000788,-0.000491
488,19,work,mask_work,environment,network_actively,failed,-1.4950,0.12917,0.12117,-0.06687,-0.13123,-0.02701,0.001188,0.002893,-0.004262,-0.002492,-0.000774
489,19,work,mask_work,environment,network_actively,failed,-1.5059,0.13037,0.12409,-0.07114,-0.13373,-0.02780,0.001201,0.002912,-0.004269,-0.002494,-0.000789
