update,episode,circumstance,mask,partner,style,outcome,chosen_regret,o,c,e,a,n,step_o,step_c,step_e,step_a,step_n
535,20,conference,mask_conference,environment,network_actively,goal_achieved,0.6841,0.12534,-0.03611,0.42609,0.21008,-0.09149,0.000799,0.000021,0.001858,0.001357,-0.000928
536,20,conference,mask_conference,environment,network_actively,goal_achieved,0.6829,0.12614,-0.03609,0.42794,0.21143,-0.09242,0.000797,0.000020,0.001852,0.001357,-0.000928
537,20,conference,mask_conference,environment,network_actively,goal_achieved,0.6817,0.12693,-0.03607,0.42979,0.21279,-0.09335,0.000796,0.000020,0.001845,0.001356,-0.000928
538,20,conference,mask_conference,environment,rest_deeply,delayed,-2.6037,0.12763,-0.03605,0.43136,0.21391,-0.09410,0.000697,0.000015,0.001572,0.001119,-0.000759
539,20,conference,mask_conference,environment,network_actively,goal_achieved,0.6799,0.12842,-0.03603,0.43320,0.21526,-0.09503,0.000794,0.000019,0.001835,0.001354,-0.000928
540,20,conference,mask_conference,environment,network_actively,goal_achieved,0.6787,0.12922,-0.03601,0.43503,0.21662,-0.09596,0.000793,0.000018,0.001829,0.001353,-0.000928
541,21,work,mask_work,environment,take_notes,goal_achieved,1.8329,0.03718,0.31154,-0.46324,-0.25553,-0.11022,0.001423,0.002284,-0.002719,-0.001522,-0.000557
542,21,work,mask_work,environment,take_notes,failed,-2.0863,0.03697,0.31243,-0.46459,-0.25652,-0.11089,-0.000204,0.000893,-0.001356,-0.000995,-0.000675
543,21,work,mask_work,environment,network_actively,delayed,-1.2064,0.03733,0.31366,-0.46616,-0.25759,-0.11150,0.000356,0.001225,-0.001563,-0.001062,-0.000607
544,21,work,mask_work,environment,handle_backlog,goal_achieved,2.3378,0.03753,0.31522,-0.46800,-0.25891,-0.11196,0.000200,0.001559,-0.001840,-0.001321,-0.000458
545,21,work,mask_work,environment,take_notes,failed,-2.1177,0.03730,0.31613,-0.46934,-0.25992,-0.11260,-0.000230,0.000918,-0.001343,-0.001015,-0.000645
546,21,work,mask_work,environment,deep_work,delayed,-0.6357,0.03654,0.31625,-0.46989,-0.26005,-0.11221,-0.000760,0.000114,-0.000549,-0.000130,0.000393
547,21,work,mask_work,environment,deep_work,delayed,-0.6360,0.03578,0.31636,-0.47044,-0.26018,-0.11182,-0.000760,0.000113,-0.000548,-0.000130,0.000393
548,21,work,mask_work,environment,network_actively,delayed,-1.1910,0.03604,0.31753,-0.47191,-0.26120,-0.11234,0.000260,0.001171,-0.001473,-0.001021,-0.000525
549,21,work,mask_work,environment,network_actively,goal_achieved,1.9403,0.03630,0.31669,-0.46981,-0.26066,-0.11249,0.000260,-0.000837,0.002104,0.000546,-0.000145
550,21,home,mask_home,environment,network_actively,delayed,-1.5217,-0.32435,-0.12302,-0.50000,-0.12722,0.10343,-0.002203,-0.001204,0.000000,-0.000290,0.000657
551,21,home,mask_home,environment,tidy_up,goal_achieved,2.1990,-0.32663,-0.12403,-0.50000,-0.12758,0.10404,-0.002287,-0.001006,0.000000,-0.000359,0.000605
552,21,home,mask_home,environment,tidy_up,failed,-2.2056,-0.32801,-0.12722,-0.50000,-0.12789,0.10539,-0.001371,-0.003187,0.000000,-0.000312,0.001358
553,21,home,mask_home,environment,rest_deeply,goal_achieved,2.2271,-0.33033,-0.12874,-0.50000,-0.12828,0.10619,-0.002328,-0.001520,0.000000,-0.000385,0.000796
554,21,home,mask_home,environment,rest_deeply,goal_achieved,2.2208,-0.33265,-0.13024,-0.50000,-0.12867,0.10698,-0.002313,-0.001501,0.000000,-0.000393,0.000788
555,21,home,mask_home,environment,deep_work,goal_achieved,1.7732,-0.33402,-0.13015,-0.50000,-0.12969,0.10695,-0.001374,0.000087,0.000000,-0.001019,-0.000031
556,21,home,mask_home,environment,take_notes,delayed,-1.6479,-0.33592,-0.13099,-0.50000,-0.13020,0.10750,-0.001905,-0.000834,0.000000,-0.000509,0.000556
557,21,home,mask_home,environment,deep_work,goal_achieved,1.7667,-0.33728,-0.13088,-0.50000,-0.13122,0.10747,-0.001357,0.000107,0.000000,-0.001018,-0.000033
558,21,home,mask_home,environment,rest_deeply,goal_achieved,2.1582,-0.33944,-0.13214,-0.50000,-0.13171,0.10814,-0.002161,-0.001260,0.000000,-0.000498,0.000668
559,21,conference,mask_conference,environment,network_actively,goal_achieved,0.6776,0.13001,-0.03600,0.43685,0.21797,-0.09689,0.000791,0.000017,0.001823,0.001353,-0.000928
560,21,conference,mask_conference,environment,network_actively,goal_achieved,0.6765,0.13080,-0.03598,0.43867,0.21932,-0.09782,0.000790,0.000017,0.001817,0.001352,-0.000928
561,21,conference,mask_conference,environment,network_actively,goal_achieved,0.6754,0.13159,-0.03596,0.44048,0.22067,-0.09874,0.000789,0.000016,0.001811,0.001351,-0.000928
562,21,conference,mask_conference,environment,quick_scan,delayed,-2.4362,0.13252,-0.03565,0.44223,0.22226,-0.10003,0.000933,0.000315,0.001749,0.001593,-0.001283
563,21,conference,mask_conference,environment,quick_scan,goal_achieved,0.6367,0.13265,-0.03634,0.44323,0.22232,-0.09963,0.000135,-0.000687,0.001005,0.000059,0.000397
564,21,conference,mask_conference,environment,network_actively,goal_achieved,0.6630,0.13343,-0.03633,0.44501,0.22365,-0.10054,0.000774,0.000008,0.001780,0.001328,-0.000909
565,21,conference,mask_conference,environment,network_actively,goal_achieved,0.6619,0.13420,-0.03632,0.44678,0.22498,-0.10145,0.000773,0.000007,0.001774,0.001328,-0.000909
566,21,conference,mask_conference,environment,tidy_up,delayed,-2.8048,0.13484,-0.03626,0.44820,0.22606,-0.10222,0.000639,0.000065,0.001414,0.001080,-0.000770
567,21,conference,mask_conference,environment,network_actively,goal_achieved,0.6571,0.13560,-0.03624,0.44995,0.22738,-0.10313,0.000764,0.000019,0.001748,0.001322,-0.000913
568,22,work,mask_work,environment,deep_work,goal_achieved,2.1440,0.03698,0.31845,-0.47193,-0.26216,-0.11342,0.000676,0.001757,-0.002127,-0.001506,-0.000928
569,22,work,mask_work,environment,network_actively,failed,-2.2451,0.03725,0.32030,-0.47460,-0.26371,-0.11408,0.000271,0.001848,-0.002668,-0.001551,-0.000660
570,22,work,mask_work,environment,deep_work,goal_achieved,2.1407,0.03793,0.32205,-0.47672,-0.26522,-0.11500,0.000678,0.001755,-0.002122,-0.001506,-0.000929
571,22,work,mask_work,environment,take_notes,failed,-2.1106,0.03766,0.32289,-0.47795,-0.26617,-0.11561,-0.000267,0.000838,-0.001227,-0.000951,-0.000605
572,22,work,mask_work,environment,deep_work,goal_achieved,2.1449,0.03832,0.32463,-0.48005,-0.26767,-0.11654,0.000666,0.001737,-0.002097,-0.001497,-0.000930
573,22,work,mask_work,environment,tidy_up,goal_achieved,2.1310,0.03754,0.32644,-0.48178,-0.26855,-0.11727,-0.000788,0.001807,-0.001729,-0.000883,-0.000734
574,22,work,mask_work,environment,take_notes,goal_achieved,1.7627,0.03887,0.32864,-0.48429,-0.26998,-0.11776,0.001334,0.002204,-0.002514,-0.001432,-0.000490
575,22,work,mask_work,environment,network_actively,delayed,-1.2538,0.03912,0.32986,-0.48576,-0.27101,-0.11832,0.000256,0.001217,-0.001473,-0.001028,-0.000555
576,22,work,mask_work,environment,rest_deeply,failed,-2.0983,0.03987,0.33222,-0.48701,-0.27225,-0.11929,0.000745,0.002363,-0.001244,-0.001243,-0.000970
577,22,home,mask_home,environment,zone_out,delayed,-1.4057,-0.34119,-0.13287,-0.50000,-0.13197,0.10853,-0.001744,-0.000728,0.000000,-0.000260,0.000391
578,22,home,mask_home,environment,zone_out,failed,-2.5824,-0.34266,-0.13334,-0.50000,-0.13200,0.10875,-0.001473,-0.000472,0.000000,-0.000027,0.000221
579,22,home,mask_home,environment,rest_deeply,goal_achieved,2.2611,-0.34440,-0.13419,-0.50000,-0.13216,0.10915,-0.001741,-0.000855,0.000000,-0.000155,0.000404
580,22,home,mask_home,environment,rest_deeply,goal_achieved,2.2591,-0.34613,-0.13503,-0.50000,-0.13231,0.10955,-0.001726,-0.000838,0.000000,-0.000153,0.000396
581,22,home,mask_home,environment,network_actively,failed,-2.4059,-0.34805,-0.13538,-0.50000,-0.13306,0.10995,-0.001921,-0.000346,0.000000,-0.000747,0.000397
582,22,home,mask_home,environment,deep_work,goal_achieved,1.8729,-0.34899,-0.13490,-0.50000,-0.13370,0.10967,-0.000946,0.000482,0.000000,-0.000639,-0.000277
583,22,home,mask_home,environment,rest_deeply,delayed,-0.2593,-0.34953,-0.13353,-0.50000,-0.13378,0.10920,-0.000540,0.001365,0.000000,-0.000087,-0.000471
584,22,home,mask_home,environment,rest_deeply,goal_achieved,2.2423,-0.35120,-0.13427,-0.50000,-0.13397,0.10954,-0.001666,-0.000736,0.000000,-0.000186,0.000345
585,22,home,mask_home,environment,deep_work,failed,-2.7268,-0.35311,-0.13538,-0.50000,-0.13381,0.11014,-0.001911,-0.001113,0.000000,0.000159,0.000597
586,22,conference,mask_conference,environment,network_actively,goal_achieved,0.6561,0.13636,-0.03622,0.45169,0.22870,-0.10404,0.000763,0.000018,0.001743,0.001321,-0.000913
587,22,conference,mask_conference,environment,network_actively,goal_achieved,0.6551,0.13713,-0.03620,0.45343,0.23002,-0.10496,0.000761,0.000017,0.001737,0.001321,-0.000913
588,22,conference,mask_conference,environment,network_actively,goal_achieved,0.6541,0.13789,-0.03619,0.45516,0.23134,-0.10587,0.000760,0.000016,0.001732,0.001320,-0.000913
589,22,conference,mask_conference,environment,network_actively,goal_achieved,0.6531,0.13865,-0.03617,0.45688,0.23266,-0.10678,0.000759,0.000015,0.001726,0.001319,-0.000912
590,22,conference,mask_conference,environment,network_actively,goal_achieved,0.6522,0.13940,-0.03616,0.45861,0.23398,-0.10769,0.000758,0.000014,0.001721,0.001318,-0.000912
591,22,conference,mask_conference,environment,network_actively,delayed,-0.3105,0.13928,-0.03622,0.45789,0.23327,-0.10716,-0.000126,-0.000065,-0.000720,-0.000712,0.000538
592,22,conference,mask_conference,environment,network_actively,goal_achieved,0.6513,0.14003,-0.03621,0.45960,0.23459,-0.10807,0.000757,0.000015,0.001716,0.001317,-0.000913
593,22,conference,mask_conference,environment,network_actively,goal_achieved,0.6503,0.14079,-0.03619,0.46131,0.23590,-0.10898,0.000755,0.000014,0.001710,0.001317,-0.000913
594,22,conference,mask_conference,environment,quick_scan,goal_achieved,0.6148,0.14090,-0.03687,0.46222,0.23594,-0.10859,0.000110,-0.000674,0.000912,0.000041,0.000393
595,23,work,mask_work,environment,deep_work,delayed,-0.6717,0.03909,0.33237,-0.48745,-0.27234,-0.11890,-0.000784,0.000153,-0.000446,-0.000091,0.000386
596,23,work,mask_work,environment,network_actively,delayed,-1.2290,0.03934,0.33361,-0.48887,-0.27335,-0.11945,0.000254,0.001231,-0.001413,-0.001006,-0.000550
597,23,work,mask_work,environment,network_actively,delayed,-1.2304,0.03959,0.33483,-0.49027,-0.27435,-0.12000,0.000254,0.001229,-0.001408,-0.001004,-0.000549
598,23,work,mask_work,environment,network_actively,failed,-2.2889,0.03985,0.33670,-0.49281,-0.27585,-0.12067,0.000255,0.001865,-0.002533,-0.001499,-0.000669
599,23,work,mask_work,environment,rest_deeply,failed,-2.0894,0.04056,0.33902,-0.49401,-0.27707,-0.12161,0.000717,0.002324,-0.001204,-0.001215,-0.000944
600,23,work,mask_work,environment,take_notes,failed,-2.1129,0.04027,0.33995,-0.49514,-0.27799,-0.12225,-0.000291,0.000923,-0.001130,-0.000927,-0.000633
601,23,work,mask_work,environment,tidy_up,goal_achieved,2.1405,0.03950,0.34179,-0.49674,-0.27883,-0.12298,-0.000768,0.001841,-0.001597,-0.000841,-0.000738
602,23,work,mask_work,environment,handle_backlog,delayed,-1.0762,0.03994,0.34290,-0.49825,-0.27970,-0.12382,0.000438,0.001117,-0.001513,-0.000866,-0.000839
603,23,work,mask_work,environment,take_notes,goal_achieved,1.7898,0.04129,0.34510,-0.50000,-0.28104,-0.12435,0.001347,0.002195,-0.001747,-0.001340,-0.000531
604,23,home,mask_home,environment,zone_out,failed,-2.5781,-0.35448,-0.13570,-0.50000,-0.13383,0.11029,-0.001369,-0.000324,0.000000,-0.000021,0.000151
605,23,home,mask_home,environment,rest_deeply,goal_achieved,2.2605,-0.35609,-0.13639,-0.50000,-0.13395,0.11061,-0.001607,-0.000690,0.000000,-0.000118,0.000317
606,23,home,mask_home,environment,zone_out,goal_achieved,2.0794,-0.35857,-0.13776,-0.50000,-0.13500,0.11147,-0.002485,-0.001363,0.000000,-0.001052,0.000859
607,23,home,mask_home,environment,tidy_up,delayed,-1.1666,-0.35975,-0.13984,-0.50000,-0.13531,0.11235,-0.001174,-0.002083,0.000000,-0.000311,0.000878
608,23,home,mask_home,environment,network_actively,failed,-2.4574,-0.36176,-0.14031,-0.50000,-0.13625,0.11284,-0.002011,-0.000473,0.000000,-0.000942,0.000492
609,23,home,mask_home,environment,rest_deeply,delayed,-0.2946,-0.36249,-0.13922,-0.50000,-0.13652,0.11254,-0.000731,0.001091,0.000000,-0.000266,-0.000295
610,23,home,mask_home,environment,deep_work,failed,-2.7762,-0.36448,-0.14043,-0.50000,-0.13658,0.11322,-0.001990,-0.001210,0.000000,-0.000060,0.000679
611,23,home,mask_home,environment,network_actively,failed,-2.4321,-0.36647,-0.14088,-0.50000,-0.13750,0.11371,-0.001995,-0.000448,0.000000,-0.000923,0.000487
612,23,home,mask_home,environment,zone_out,delayed,-1.3764,-0.36802,-0.14142,-0.50000,-0.13777,0.11402,-0.001550,-0.000540,0.000000,-0.000265,0.000311
613,23,conference,mask_conference,environment,network_actively,goal_achieved,0.6323,0.14163,-0.03686,0.46390,0.23722,-0.10947,0.000734,0.000001,0.001675,0.001280,-0.000880
614,23,conference,mask_conference,environment,network_actively,goal_achieved,0.6314,0.14237,-0.03686,0.46557,0.23850,-0.11035,0.000733,0.000000,0.001670,0.001280,-0.000880
615,23,conference,mask_conference,environment,quick_scan,goal_achieved,0.6054,0.14247,-0.03753,0.46646,0.23854,-0.10996,0.000105,-0.000667,0.000889,0.000038,0.000390
616,23,conference,mask_conference,environment,network_actively,goal_achieved,0.6143,0.14318,-0.03754,0.46810,0.23979,-0.11081,0.000713,-0.000011,0.001636,0.001245,-0.000849
617,23,conference,mask_conference,environment,network_actively,goal_achieved,0.6134,0.14389,-0.03755,0.46973,0.24103,-0.11166,0.000711,-0.000012,0.001631,0.001245,-0.000849
618,23,conference,mask_conference,environment,network_actively,goal_achieved,0.6124,0.14460,-0.03757,0.47135,0.24228,-0.11251,0.000710,-0.000013,0.001626,0.001244,-0.000849
619,23,conference,mask_conference,environment,network_actively,goal_achieved,0.6115,0.14531,-0.03758,0.47297,0.24352,-0.11336,0.000709,-0.000013,0.001620,0.001243,-0.000849
620,23,conference,mask_conference,environment,quick_scan,goal_achieved,0.5900,0.14541,-0.03824,0.47383,0.24355,-0.11297,0.000098,-0.000661,0.000859,0.000035,0.000385
621,23,conference,mask_conference,environment,quick_scan,goal_achieved,0.5872,0.14551,-0.03889,0.47468,0.24358,-0.11259,0.000094,-0.000653,0.000845,0.000031,0.000383
622,24,work,mask_work,environment,deep_work,delayed,-0.6618,0.04052,0.34528,-0.50000,-0.28109,-0.12402,-0.000773,0.000185,0.000000,-0.000054,0.000337
623,24,work,mask_work,environment,tidy_up,failed,-2.0461,0.04175,0.34615,-0.50000,-0.28235,-0.12447,0.001238,0.000865,0.000000,-0.001251,-0.000455
624,24,work,mask_work,environment,network_actively,delayed,-1.1940,0.04204,0.34735,-0.50000,-0.28329,-0.12505,0.000289,0.001199,0.000000,-0.000947,-0.000575
625,24,work,mask_work,environment,rest_deeply,failed,-2.0650,0.04277,0.34959,-0.50000,-0.28445,-0.12600,0.000726,0.002244,0.000000,-0.001154,-0.000949
626,24,work,mask_work,environment,deep_work,goal_achieved,2.1282,0.04352,0.35142,-0.50000,-0.28589,-0.12701,0.000752,0.001830,0.000000,-0.001447,-0.001016
627,24,work,mask_work,environment,handle_backlog,goal_achieved,2.3212,0.04366,0.35297,-0.50000,-0.28709,-0.12743,0.000142,0.001547,0.000000,-0.001195,-0.000420
628,24,work,mask_work,environment,deep_work,goal_achieved,2.1033,0.04439,0.35482,-0.50000,-0.28855,-0.12842,0.000730,0.001849,0.000000,-0.001465,-0.000991
629,24,work,mask_work,environment,take_notes,goal_achieved,1.7831,0.04577,0.35702,-0.50000,-0.28991,-0.12893,0.001381,0.002202,0.000000,-0.001352,-0.000503
630,24,work,mask_work,environment,network_actively,goal_achieved,1.9595,0.04609,0.35647,-0.49810,-0.28947,-0.12916,0.000319,-0.000553,0.001896,0.000437,-0.000230
631,24,home,mask_home,environment,take_notes,failed,-2.7534,-0.36971,-0.14213,-0.50000,-0.13806,0.11440,-0.001687,-0.000710,0.000000,-0.000288,0.000374
632,24,home,mask_home,environment,network_actively,goal_achieved,1.1807,-0.37001,-0.14330,-0.49851,-0.13629,0.11428,-0.000300,-0.001169,0.001493,0.001765,-0.000111
633,24,home,mask_home,environment,rest_deeply,goal_achieved,2.1830,-0.37174,-0.14418,-0.50000,-0.13661,0.11473,-0.001731,-0.000877,-0.001493,-0.000319,0.000445
634,24,home,mask_home,environment,deep_work,failed,-2.8079,-0.37363,-0.14528,-0.50000,-0.13666,0.11535,-0.001889,-0.001103,0.000000,-0.000054,0.000617
635,24,home,mask_home,environment,network_actively,failed,-2.4374,-0.37559,-0.14570,-0.50000,-0.13756,0.11582,-0.001959,-0.000422,0.000000,-0.000901,0.000475
636,24,home,mask_home,environment,deep_work,failed,-2.8139,-0.37745,-0.14676,-0.50000,-0.13763,0.11642,-0.001860,-0.001057,0.000000,-0.000070,0.000597
637,24,home,mask_home,environment,rest_deeply,goal_achieved,2.1844,-0.37916,-0.14762,-0.50000,-0.13793,0.11686,-0.001714,-0.000865,0.000000,-0.000298,0.000445
638,24,home,mask_home,environment,network_actively,failed,-2.4451,-0.38111,-0.14804,-0.50000,-0.13882,0.11734,-0.001947,-0.000419,0.000000,-0.000892,0.000476
639,24,home,mask_home,environment,network_actively,goal_achieved,1.1642,-0.38130,-0.14908,-0.49860,-0.13704,0.11717,-0.000193,-0.001040,0.001400,0.001787,-0.000171
640,24,conference,mask_conference,environment,network_actively,goal_achieved,0.5807,0.14618,-0.03893,0.47624,0.24476,-0.11338,0.000673,-0.000033,0.001561,0.001180,-0.000794
641,24,conference,mask_conference,environment,network_actively,goal_achieved,0.5798,0.14685,-0.03896,0.47779,0.24594,-0.11418,0.000671,-0.000033,0.001555,0.001180,-0.000794
642,24,conference,mask_conference,environment,network_actively,goal_achieved,0.5789,0.14752,-0.03899,0.47934,0.24712,-0.11497,0.000670,-0.000034,0.001550,0.001179,-0.000794
643,24,conference,mask_conference,environment,quick_scan,delayed,-2.4869,0.14843,-0.03864,0.48097,0.24872,-0.11629,0.000906,0.000355,0.001628,0.001598,-0.001323
644,24,conference,mask_conference,environment,network_actively,delayed,-0.3547,0.14823,-0.03879,0.48021,0.24790,-0.11563,-0.000195,-0.000149,-0.000759,-0.000817,0.000662
645,24,conference,mask_conference,environment,network_actively,delayed,-0.3548,0.14804,-0.03894,0.47945,0.24709,-0.11497,-0.000195,-0.000149,-0.000759,-0.000817,0.000662
646,24,conference,mask_conference,environment,network_actively,delayed,-0.3549,0.14784,-0.03909,0.47869,0.24627,-0.11431,-0.000196,-0.000149,-0.000759,-0.000817,0.000662
647,24,conference,mask_conference,environment,network_actively,goal_achieved,0.5854,0.14852,-0.03911,0.48024,0.24747,-0.11512,0.000677,-0.000019,0.001552,0.001196,-0.000815
648,24,conference,mask_conference,environment,network_actively,goal_achieved,0.5845,0.14919,-0.03913,0.48179,0.24866,-0.11594,0.000676,-0.000020,0.001547,0.001195,-0.000815
649,25,work,mask_work,environment,rest_deeply,delayed,-1.0219,0.04655,0.35812,-0.49947,-0.29056,-0.12986,0.000461,0.001655,-0.001369,-0.001090,-0.000702
650,25,work,mask_work,environment,handle_backlog,goal_achieved,2.2871,0.04673,0.35967,-0.50000,-0.29175,-0.13028,0.000177,0.001551,-0.000527,-0.001187,-0.000422
651,25,work,mask_work,environment,handle_backlog,failed,-2.2197,0.04741,0.36066,-0.50000,-0.29249,-0.13127,0.000679,0.000992,0.000000,-0.000745,-0.000985
652,25,work,mask_work,environment,network_actively,failed,-2.2918,0.04777,0.36256,-0.50000,-0.29394,-0.13199,0.000355,0.001894,0.000000,-0.001450,-0.000721
653,25,work,mask_work,environment,take_notes,delayed,-1.1216,0.04793,0.36377,-0.50000,-0.29493,-0.13262,0.000163,0.001216,0.000000,-0.000987,-0.000637
654,25,work,mask_work,environment,rest_deeply,delayed,-1.0051,0.04840,0.36540,-0.50000,-0.29600,-0.13335,0.000473,0.001626,0.000000,-0.001073,-0.000721
655,25,work,mask_work,environment,take_notes,goal_achieved,1.7899,0.04981,0.36756,-0.50000,-0.29731,-0.13387,0.001409,0.002156,0.000000,-0.001310,-0.000521
656,25,work,mask_work,environment,handle_backlog,delayed,-1.1038,0.05039,0.36871,-0.50000,-0.29817,-0.13472,0.000579,0.001155,0.000000,-0.000863,-0.000850
657,25,work,mask_work,environment,tidy_up,goal_achieved,2.1276,0.04974,0.37052,-0.50000,-0.29894,-0.13550,-0.000651,0.001812,0.000000,-0.000767,-0.000788
658,25,home,mask_home,environment,network_actively,delayed,-1.5454,-0.38280,-0.14963,-0.50000,-0.13727,0.11747,-0.001495,-0.000553,-0.001400,-0.000230,0.000306
659,25,home,mask_home,environment,rest_deeply,goal_achieved,2.1651,-0.38446,-0.15045,-0.50000,-0.13755,0.11789,-0.001659,-0.000813,0.000000,-0.000286,0.000415
660,25,home,mask_home,environment,quick_scan,failed,-2.5407,-0.38594,-0.15073,-0.50000,-0.13769,0.11788,-0.001480,-0.000283,0.000000,-0.000138,-0.000011
661,25,home,mask_home,environment,network_actively,failed,-2.4533,-0.38785,-0.15110,-0.50000,-0.13858,0.11832,-0.001913,-0.000367,0.000000,-0.000891,0.000442
662,25,home,mask_home,environment,deep_work,failed,-2.8520,-0.38960,-0.15201,-0.50000,-0.13867,0.11883,-0.001748,-0.000909,0.000000,-0.000083,0.000510
663,25,home,mask_home,environment,network_actively,delayed,-1.5521,-0.39105,-0.15251,-0.50000,-0.13888,0.11910,-0.001455,-0.000501,0.000000,-0.000212,0.000271
664,25,home,mask_home,environment,network_actively,goal_achieved,1.1542,-0.39114,-0.15340,-0.49870,-0.13708,0.11885,-0.000085,-0.000888,0.001298,0.001800,-0.000254
665,25,home,mask_home,environment,network_actively,failed,-2.4557,-0.39303,-0.15374,-0.50000,-0.13797,0.11929,-0.001896,-0.000346,-0.001298,-0.000894,0.000437
666,25,home,mask_home,environment,quick_scan,failed,-2.5523,-0.39447,-0.15397,-0.50000,-0.13809,0.11925,-0.001433,-0.000231,0.000000,-0.000122,-0.000039
667,25,conference,mask_conference,environment,network_actively,goal_achieved,0.5837,0.14987,-0.03915,0.48333,0.24985,-0.11675,0.000675,-0.000020,0.001542,0.001194,-0.000815
668,25,conference,mask_conference,environment,quick_scan,failed,-3.4651,0.15103,-0.03846,0.48518,0.25194,-0.11862,0.001162,0.000688,0.001849,0.002089,-0.001869
669,25,conference,mask_conference,environment,quick_scan,goal_achieved,0.6168,0.15110,-0.03911,0.48594,0.25193,-0.11822,0.000068,-0.000654,0.000759,-0.000008,0.000405
670,25,conference,mask_conference,environment,quick_scan,failed,-3.4670,0.15226,-0.03842,0.48778,0.25402,-0.12009,0.001160,0.000689,0.001839,0.002089,-0.001871
671,25,conference,mask_conference,environment,network_actively,goal_achieved,0.5946,0.15295,-0.03843,0.48932,0.25525,-0.12094,0.000687,-0.000005,0.001535,0.001225,-0.000850
672,25,conference,mask_conference,environment,network_actively,delayed,-0.3397,0.15277,-0.03855,0.48857,0.25446,-0.12031,-0.000178,-0.000126,-0.000744,-0.000785,0.000625
673,25,conference,mask_conference,environment,network_actively,goal_achieved,0.5934,0.15345,-0.03856,0.49010,0.25569,-0.12116,0.000685,-0.000002,0.001528,0.001224,-0.000851
674,25,conference,mask_conference,environment,network_actively,goal_achieved,0.5917,0.15413,-0.03856,0.49162,0.25691,-0.12202,0.000682,-0.000001,0.001519,0.001222,-0.000852
675,25,conference,mask_conference,environment,network_actively,goal_achieved,0.5901,0.15481,-0.03856,0.49313,0.25813,-0.12287,0.000680,0.000000,0.001510,0.001221,-0.000853
676,26,work,mask_work,environment,network_actively,failed,-2.3087,0.05009,0.37242,-0.50000,-0.30036,-0.13625,0.000354,0.001900,0.000000,-0.001420,-0.000747
677,26,work,mask_work,environment,take_notes,delayed,-1.1211,0.05024,0.37365,-0.50000,-0.30133,-0.13692,0.000144,0.001223,0.000000,-0.000964,-0.000668
678,26,work,mask_work,environment,tidy_up,goal_achieved,2.1284,0.04958,0.37545,-0.50000,-0.30209,-0.13771,-0.000659,0.001807,0.000000,-0.000766,-0.000788
679,26,work,mask_work,environment,network_actively,goal_achieved,1.9644,0.04987,0.37494,-0.49816,-0.30163,-0.13800,0.000294,-0.000517,0.001839,0.000461,-0.000291
680,26,work,mask_work,environment,handle_backlog,goal_achieved,2.2301,0.04998,0.37651,-0.49961,-0.30279,-0.13842,0.000107,0.001575,-0.001444,-0.001157,-0.000423
681,26,work,mask_work,environment,deep_work,delayed,-0.7091,0.04922,0.37676,-0.49991,-0.30281,-0.13809,-0.000759,0.000248,-0.000310,-0.000021,0.000332
682,26,work,mask_work,environment,deep_work,goal_achieved,2.0405,0.04994,0.37859,-0.50000,-0.30420,-0.13911,0.000716,0.001834,-0.000085,-0.001394,-0.001019
683,26,work,mask_work,environment,handle_backlog,delayed,-1.1334,0.05042,0.37973,-0.50000,-0.30501,-0.13996,0.000483,0.001141,0.000000,-0.000808,-0.000847
684,26,work,mask_work,environment,take_notes,failed,-2.1093,0.05009,0.38062,-0.50000,-0.30582,-0.14065,-0.000325,0.000889,0.000000,-0.000815,-0.000696
685,26,home,mask_home,environment,deep_work,goal_achieved,1.8673,-0.39541,-0.15358,-0.50000,-0.13871,0.11904,-0.000939,0.000396,0.000000,-0.000619,-0.000206
686,26,home,mask_home,environment,quick_scan,goal_achieved,2.1260,-0.39686,-0.15433,-0.50000,-0.13918,0.11975,-0.001455,-0.000757,0.000000,-0.000470,0.000706
687,26,home,mask_home,environment,rest_deeply,goal_achieved,2.1350,-0.39840,-0.15499,-0.50000,-0.13947,0.12008,-0.001537,-0.000655,0.000000,-0.000286,0.000331
688,26,home,mask_home,environment,tidy_up,goal_achieved,2.0970,-0.39989,-0.15505,-0.50000,-0.13975,0.12019,-0.001492,-0.000062,0.000000,-0.000280,0.000115
689,26,home,mask_home,environment,network_actively,delayed,-1.5868,-0.40126,-0.15542,-0.50000,-0.13999,0.12041,-0.001371,-0.000372,0.000000,-0.000238,0.000215
690,26,home,mask_home,environment,take_notes,failed,-2.8454,-0.40271,-0.15587,-0.50000,-0.14024,0.12065,-0.001452,-0.000448,0.000000,-0.000250,0.000243
691,26,home,mask_home,environment,quick_scan,failed,-2.5794,-0.40408,-0.15599,-0.50000,-0.14037,0.12055,-0.001363,-0.000115,0.000000,-0.000138,-0.000100
692,26,home,mask_home,environment,rest_deeply,delayed,-0.3068,-0.40473,-0.15483,-0.50000,-0.14057,0.12023,-0.000655,0.001151,0.000000,-0.000197,-0.000325
693,26,home,mask_home,environment,rest_deeply,goal_achieved,2.1269,-0.40623,-0.15541,-0.50000,-0.14085,0.12051,-0.001499,-0.000577,0.000000,-0.000277,0.000286
694,26,conference,mask_conference,environment,network_actively,goal_achieved,0.5885,0.15549,-0.03856,0.49463,0.25935,-0.12372,0.000678,0.000001,0.001500,0.001219,-0.000853
695,26,conference,mask_conference,environment,network_actively,delayed,-0.3397,0.15531,-0.03868,0.49388,0.25856,-0.12309,-0.000181,-0.000127,-0.000745,-0.000786,0.000626
